"Step","17/04/2025_22:06:37_elie-48n-1704-part1_tp_group_0 - lm_loss","17/04/2025_22:06:37_elie-48n-1704-part1_tp_group_0 - lm_loss__MIN","17/04/2025_22:06:37_elie-48n-1704-part1_tp_group_0 - lm_loss__MAX"
"3826","2.8017208576202393","2.8017208576202393","2.8017208576202393"
"3845","2.7899444103240967","2.7899444103240967","2.7899444103240967"
"3850","2.773585081100464","2.773585081100464","2.773585081100464"
"3889","2.797057628631592","2.797057628631592","2.797057628631592"
"3910","2.750370979309082","2.750370979309082","2.750370979309082"
"3922","2.7909340858459473","2.7909340858459473","2.7909340858459473"
"3924","2.8302042484283447","2.8302042484283447","2.8302042484283447"
"3953","2.77485728263855","2.77485728263855","2.77485728263855"
"4011","2.795802116394043","2.795802116394043","2.795802116394043"
"4018","2.7753634452819824","2.7753634452819824","2.7753634452819824"
"4046","2.7979421615600586","2.7979421615600586","2.7979421615600586"
"4064","2.7900264263153076","2.7900264263153076","2.7900264263153076"
"4079","2.7695229053497314","2.7695229053497314","2.7695229053497314"
"4086","2.7497498989105225","2.7497498989105225","2.7497498989105225"
"4092","2.7588064670562744","2.7588064670562744","2.7588064670562744"
"4100","2.7440788745880127","2.7440788745880127","2.7440788745880127"
"4117","2.772188663482666","2.772188663482666","2.772188663482666"
"4125","2.810187816619873","2.810187816619873","2.810187816619873"
"4130","2.778010368347168","2.778010368347168","2.778010368347168"
"4158","2.8101654052734375","2.8101654052734375","2.8101654052734375"
"4164","2.7948949337005615","2.7948949337005615","2.7948949337005615"
"4171","2.772183418273926","2.772183418273926","2.772183418273926"
"4214","2.7662220001220703","2.7662220001220703","2.7662220001220703"
"4227","2.7191805839538574","2.7191805839538574","2.7191805839538574"
"4242","2.7799792289733887","2.7799792289733887","2.7799792289733887"
"4272","2.7483603954315186","2.7483603954315186","2.7483603954315186"
"4311","2.726306915283203","2.726306915283203","2.726306915283203"
"4322","2.7331395149230957","2.7331395149230957","2.7331395149230957"
"4414","2.744520664215088","2.744520664215088","2.744520664215088"
"4418","2.7431397438049316","2.7431397438049316","2.7431397438049316"
"4446","2.7613871097564697","2.7613871097564697","2.7613871097564697"
"4447","2.749380111694336","2.749380111694336","2.749380111694336"
"4459","2.734964370727539","2.734964370727539","2.734964370727539"
"4467","2.7680180072784424","2.7680180072784424","2.7680180072784424"
"4483","2.7256252765655518","2.7256252765655518","2.7256252765655518"
"4489","2.73582124710083","2.73582124710083","2.73582124710083"
"4490","2.7394676208496094","2.7394676208496094","2.7394676208496094"
"4492","2.727684497833252","2.727684497833252","2.727684497833252"
"4498","2.756535053253174","2.756535053253174","2.756535053253174"
"4546","2.751356840133667","2.751356840133667","2.751356840133667"
"4572","2.747101068496704","2.747101068496704","2.747101068496704"
"4574","2.737220287322998","2.737220287322998","2.737220287322998"
"4602","2.7082440853118896","2.7082440853118896","2.7082440853118896"
"4605","2.7252299785614014","2.7252299785614014","2.7252299785614014"
"4606","2.7144458293914795","2.7144458293914795","2.7144458293914795"
"4608","2.7185046672821045","2.7185046672821045","2.7185046672821045"
"4612","2.736351251602173","2.736351251602173","2.736351251602173"
"4646","2.750447988510132","2.750447988510132","2.750447988510132"
"4695","2.7297284603118896","2.7297284603118896","2.7297284603118896"
"4725","2.7289092540740967","2.7289092540740967","2.7289092540740967"
"4739","2.74219012260437","2.74219012260437","2.74219012260437"
"4747","2.7177281379699707","2.7177281379699707","2.7177281379699707"
"4785","2.703110933303833","2.703110933303833","2.703110933303833"
"4829","2.7398407459259033","2.7398407459259033","2.7398407459259033"
"4833","2.730198860168457","2.730198860168457","2.730198860168457"
"4835","2.718430757522583","2.718430757522583","2.718430757522583"
"4851","2.7329893112182617","2.7329893112182617","2.7329893112182617"
"4854","2.727522134780884","2.727522134780884","2.727522134780884"
"4855","2.714299201965332","2.714299201965332","2.714299201965332"
"4893","2.734952211380005","2.734952211380005","2.734952211380005"
"4898","2.7266409397125244","2.7266409397125244","2.7266409397125244"
"4913","2.7257533073425293","2.7257533073425293","2.7257533073425293"
"4916","2.7089641094207764","2.7089641094207764","2.7089641094207764"
"4917","2.6766090393066406","2.6766090393066406","2.6766090393066406"
"4931","2.708840847015381","2.708840847015381","2.708840847015381"
"4966","2.6864259243011475","2.6864259243011475","2.6864259243011475"
"5023","2.6831228733062744","2.6831228733062744","2.6831228733062744"
"5037","2.6934969425201416","2.6934969425201416","2.6934969425201416"
"5050","2.726879596710205","2.726879596710205","2.726879596710205"
"5064","2.7331361770629883","2.7331361770629883","2.7331361770629883"
"5084","2.68900728225708","2.68900728225708","2.68900728225708"
"5086","2.6757121086120605","2.6757121086120605","2.6757121086120605"
"5089","2.6974446773529053","2.6974446773529053","2.6974446773529053"
"5132","2.687544822692871","2.687544822692871","2.687544822692871"
"5173","2.711146354675293","2.711146354675293","2.711146354675293"
"5204","2.676109790802002","2.676109790802002","2.676109790802002"
"5218","2.691232681274414","2.691232681274414","2.691232681274414"
"5235","2.699798583984375","2.699798583984375","2.699798583984375"
"5258","2.694309949874878","2.694309949874878","2.694309949874878"
"5266","2.6901190280914307","2.6901190280914307","2.6901190280914307"
"5282","2.678191661834717","2.678191661834717","2.678191661834717"
"5302","2.7048215866088867","2.7048215866088867","2.7048215866088867"
"5356","2.6916933059692383","2.6916933059692383","2.6916933059692383"
"5438","2.68617582321167","2.68617582321167","2.68617582321167"
"5474","2.6844239234924316","2.6844239234924316","2.6844239234924316"
"5508","2.6785852909088135","2.6785852909088135","2.6785852909088135"
"5520","2.6711878776550293","2.6711878776550293","2.6711878776550293"
"5579","2.676342010498047","2.676342010498047","2.676342010498047"
"5678","2.6568949222564697","2.6568949222564697","2.6568949222564697"
"5704","2.662093162536621","2.662093162536621","2.662093162536621"
"5744","2.6834893226623535","2.6834893226623535","2.6834893226623535"
"5756","2.6489686965942383","2.6489686965942383","2.6489686965942383"
"5784","2.6702396869659424","2.6702396869659424","2.6702396869659424"
"5802","2.659971237182617","2.659971237182617","2.659971237182617"
"5806","2.657792329788208","2.657792329788208","2.657792329788208"
"5851","2.6614439487457275","2.6614439487457275","2.6614439487457275"
"5862","2.662501811981201","2.662501811981201","2.662501811981201"
"5875","2.666602373123169","2.666602373123169","2.666602373123169"
"5886","2.6729445457458496","2.6729445457458496","2.6729445457458496"
"5906","2.663187265396118","2.663187265396118","2.663187265396118"
"5909","2.644864082336426","2.644864082336426","2.644864082336426"
"5928","2.6536176204681396","2.6536176204681396","2.6536176204681396"
"5965","2.629025459289551","2.629025459289551","2.629025459289551"
"5986","2.6388397216796875","2.6388397216796875","2.6388397216796875"
"5993","2.640587568283081","2.640587568283081","2.640587568283081"
"6015","2.661210775375366","2.661210775375366","2.661210775375366"
"6026","2.664656639099121","2.664656639099121","2.664656639099121"
"6027","2.6829099655151367","2.6829099655151367","2.6829099655151367"
"6075","2.6318857669830322","2.6318857669830322","2.6318857669830322"
"6087","2.629042863845825","2.629042863845825","2.629042863845825"
"6093","2.6679139137268066","2.6679139137268066","2.6679139137268066"
"6105","2.6526060104370117","2.6526060104370117","2.6526060104370117"
"6123","2.6767032146453857","2.6767032146453857","2.6767032146453857"
"6136","2.6512930393218994","2.6512930393218994","2.6512930393218994"
"6139","2.6480207443237305","2.6480207443237305","2.6480207443237305"
"6156","2.6599464416503906","2.6599464416503906","2.6599464416503906"
"6164","2.6383907794952393","2.6383907794952393","2.6383907794952393"
"6172","2.63149356842041","2.63149356842041","2.63149356842041"
"6176","2.6404871940612793","2.6404871940612793","2.6404871940612793"
"6188","2.6380791664123535","2.6380791664123535","2.6380791664123535"
"6219","2.633429765701294","2.633429765701294","2.633429765701294"
"6225","2.642986536026001","2.642986536026001","2.642986536026001"
"6241","2.635301351547241","2.635301351547241","2.635301351547241"
"6311","2.6173512935638428","2.6173512935638428","2.6173512935638428"
"6317","2.6360795497894287","2.6360795497894287","2.6360795497894287"
"6322","2.6171727180480957","2.6171727180480957","2.6171727180480957"
"6323","2.6412153244018555","2.6412153244018555","2.6412153244018555"
"6351","2.649122714996338","2.649122714996338","2.649122714996338"
"6367","2.6471049785614014","2.6471049785614014","2.6471049785614014"
"6416","2.64353346824646","2.64353346824646","2.64353346824646"
"6430","2.6455764770507812","2.6455764770507812","2.6455764770507812"
"6439","2.6168603897094727","2.6168603897094727","2.6168603897094727"
"6445","2.6555376052856445","2.6555376052856445","2.6555376052856445"
"6506","2.6149251461029053","2.6149251461029053","2.6149251461029053"
"6585","2.6252493858337402","2.6252493858337402","2.6252493858337402"
"6590","2.6298627853393555","2.6298627853393555","2.6298627853393555"
"6594","2.6212217807769775","2.6212217807769775","2.6212217807769775"
"6597","2.6293866634368896","2.6293866634368896","2.6293866634368896"
"6652","2.6334235668182373","2.6334235668182373","2.6334235668182373"
"6654","2.6411232948303223","2.6411232948303223","2.6411232948303223"
"6657","2.6174402236938477","2.6174402236938477","2.6174402236938477"
"6663","2.638679265975952","2.638679265975952","2.638679265975952"
"6670","2.636061429977417","2.636061429977417","2.636061429977417"
"6689","2.635516881942749","2.635516881942749","2.635516881942749"
"6693","2.631165027618408","2.631165027618408","2.631165027618408"
"6702","2.619602680206299","2.619602680206299","2.619602680206299"
"6736","2.6105682849884033","2.6105682849884033","2.6105682849884033"
"6740","2.6195545196533203","2.6195545196533203","2.6195545196533203"
"6768","2.639364004135132","2.639364004135132","2.639364004135132"
"6769","2.6111788749694824","2.6111788749694824","2.6111788749694824"
"6788","2.618201971054077","2.618201971054077","2.618201971054077"
"6802","2.6214654445648193","2.6214654445648193","2.6214654445648193"
"6844","2.60697078704834","2.60697078704834","2.60697078704834"
"6911","2.615140914916992","2.615140914916992","2.615140914916992"
"6932","2.6161715984344482","2.6161715984344482","2.6161715984344482"
"6944","2.6216297149658203","2.6216297149658203","2.6216297149658203"
"6956","2.6145567893981934","2.6145567893981934","2.6145567893981934"
"6963","2.5976054668426514","2.5976054668426514","2.5976054668426514"
"6980","2.573965311050415","2.573965311050415","2.573965311050415"
"6993","2.618309259414673","2.618309259414673","2.618309259414673"
"7020","2.606663227081299","2.606663227081299","2.606663227081299"
"7025","2.625884532928467","2.625884532928467","2.625884532928467"
"7028","2.6280083656311035","2.6280083656311035","2.6280083656311035"
"7049","2.662367820739746","2.662367820739746","2.662367820739746"
"7064","2.5940890312194824","2.5940890312194824","2.5940890312194824"
"7103","2.622133731842041","2.622133731842041","2.622133731842041"
"7115","2.6071689128875732","2.6071689128875732","2.6071689128875732"
"7126","2.589789867401123","2.589789867401123","2.589789867401123"
"7147","2.605428695678711","2.605428695678711","2.605428695678711"
"7149","2.5991508960723877","2.5991508960723877","2.5991508960723877"
"7170","2.594593048095703","2.594593048095703","2.594593048095703"
"7172","2.607971429824829","2.607971429824829","2.607971429824829"
"7177","2.6213583946228027","2.6213583946228027","2.6213583946228027"
"7190","2.5991458892822266","2.5991458892822266","2.5991458892822266"
"7193","2.6108338832855225","2.6108338832855225","2.6108338832855225"
"7276","2.606828212738037","2.606828212738037","2.606828212738037"
"7338","2.630531072616577","2.630531072616577","2.630531072616577"
"7341","2.5986509323120117","2.5986509323120117","2.5986509323120117"
"7346","2.5824992656707764","2.5824992656707764","2.5824992656707764"
"7373","2.5996291637420654","2.5996291637420654","2.5996291637420654"
"7407","2.590341091156006","2.590341091156006","2.590341091156006"
"7419","2.601205825805664","2.601205825805664","2.601205825805664"
"7432","2.5819718837738037","2.5819718837738037","2.5819718837738037"
"7440","2.595331907272339","2.595331907272339","2.595331907272339"
"7447","2.595768690109253","2.595768690109253","2.595768690109253"
"7460","2.585428476333618","2.585428476333618","2.585428476333618"
"7467","2.5915446281433105","2.5915446281433105","2.5915446281433105"
"7480","2.6128673553466797","2.6128673553466797","2.6128673553466797"
"7491","2.609797716140747","2.609797716140747","2.609797716140747"
"7496","2.5872488021850586","2.5872488021850586","2.5872488021850586"
"7542","2.6087026596069336","2.6087026596069336","2.6087026596069336"
"7548","2.5982439517974854","2.5982439517974854","2.5982439517974854"
"7577","2.6014111042022705","2.6014111042022705","2.6014111042022705"
"7621","2.6034834384918213","2.6034834384918213","2.6034834384918213"
"7633","2.5979254245758057","2.5979254245758057","2.5979254245758057"
"7715","2.5965704917907715","2.5965704917907715","2.5965704917907715"
"7747","2.5852363109588623","2.5852363109588623","2.5852363109588623"
"7763","2.60489821434021","2.60489821434021","2.60489821434021"
"7825","2.5875439643859863","2.5875439643859863","2.5875439643859863"
"7865","2.5980043411254883","2.5980043411254883","2.5980043411254883"
"7867","2.5728611946105957","2.5728611946105957","2.5728611946105957"
"7930","2.5709025859832764","2.5709025859832764","2.5709025859832764"
"7934","2.5616204738616943","2.5616204738616943","2.5616204738616943"
"7976","2.5717132091522217","2.5717132091522217","2.5717132091522217"
"7979","2.5592617988586426","2.5592617988586426","2.5592617988586426"
"7980","2.5702731609344482","2.5702731609344482","2.5702731609344482"
"7984","2.5887033939361572","2.5887033939361572","2.5887033939361572"
"7986","2.5707626342773438","2.5707626342773438","2.5707626342773438"
"7992","2.5981392860412598","2.5981392860412598","2.5981392860412598"
"8003","2.6090972423553467","2.6090972423553467","2.6090972423553467"
"8052","2.578946113586426","2.578946113586426","2.578946113586426"
"8063","2.5687756538391113","2.5687756538391113","2.5687756538391113"
"8108","2.608696222305298","2.608696222305298","2.608696222305298"
"8131","2.5900394916534424","2.5900394916534424","2.5900394916534424"
"8138","2.5520033836364746","2.5520033836364746","2.5520033836364746"
"8139","2.5485758781433105","2.5485758781433105","2.5485758781433105"
"8149","2.6013612747192383","2.6013612747192383","2.6013612747192383"
"8173","2.563922882080078","2.563922882080078","2.563922882080078"
"8174","2.5930123329162598","2.5930123329162598","2.5930123329162598"
"8193","2.5666489601135254","2.5666489601135254","2.5666489601135254"
"8195","2.5849266052246094","2.5849266052246094","2.5849266052246094"
"8196","2.5805699825286865","2.5805699825286865","2.5805699825286865"
"8207","2.587109327316284","2.587109327316284","2.587109327316284"
"8213","2.5735626220703125","2.5735626220703125","2.5735626220703125"
"8247","2.567969560623169","2.567969560623169","2.567969560623169"
"8249","2.551440954208374","2.551440954208374","2.551440954208374"
"8259","2.5719573497772217","2.5719573497772217","2.5719573497772217"
"8281","2.5813117027282715","2.5813117027282715","2.5813117027282715"
"8322","2.560703992843628","2.560703992843628","2.560703992843628"
"8335","2.558288097381592","2.558288097381592","2.558288097381592"
"8357","2.5817341804504395","2.5817341804504395","2.5817341804504395"
"8362","2.581650495529175","2.581650495529175","2.581650495529175"
"8370","2.5773770809173584","2.5773770809173584","2.5773770809173584"
"8392","2.575944662094116","2.575944662094116","2.575944662094116"
"8439","2.5691776275634766","2.5691776275634766","2.5691776275634766"
"8447","2.56451678276062","2.56451678276062","2.56451678276062"
"8484","2.5728812217712402","2.5728812217712402","2.5728812217712402"
"8494","2.5389506816864014","2.5389506816864014","2.5389506816864014"
